bill_id,titles_text,enacted_as
hr2728-115,"To require labeling of ingredients of cleaning products, and for other purposes.Cleaning Product Labeling Act of 2017",0
hr1991-115,To amend the Internal Revenue Code of 1986 to ensure that emergency services volunteers are not taken into account as employees under the shared responsibility requirements contained in the Patient Protection and Affordable Care Act.Protecting Volunteer Firefighters and Emergency Responders Act,0
hr7068-115,"To close loopholes in the immigration laws that serve as incentives to aliens to attempt to enter the United States unlawfully, and for other purposes.End Catch and Release Act",0
hr6986-115,"To amend titles XVIII and XIX of the Social Security Act with respect to nursing facility requirements, and for other purposes.Nursing Home Workforce Quality Act",0
hr1159-115,"To provide for continuing cooperation between the National Aeronautics and Space Administration and the Israel Space Agency, and for other purposes.United States and Israel Space Cooperation Act",0
hr844-115,"To amend the Immigration and Nationality Act to facilitate the removal of aliens identified in the terrorist screening database, and for other purposes.Terrorist Deportation Act of 2017",0
hr1965-115,"To amend the Federal Land Policy and Management Act of 1976 to improve the transparency and oversight of land conveyances involving the sale, exchange, or other disposal of National Forest System lands or public lands under the jurisdiction of the Bureau of Land Management or the acquisition of non-Federal lands for inclusion in the National Forest System or administration as public lands, and for other purposes.LAND Act",0
hr4619-115,"To amend the Patient Protection and Affordable Care Act to provide temporary relief from the annual fee imposed on health insurance providers, to the extent that such fee is due to Puerto Rican health insurance.",0
hr6972-115,"To require the Consumer Financial Protection Bureau to meet its statutory purpose, and for other purposes.Consumers First Act",0
hr3864-115,"To reauthorize the Native American Housing Assistance and Self-Determination Act of 1996, and for other purposes.Native American Housing Assistance and Self-Determination Reauthorization Act of 2017",0
hr3058-115,"To redesignate the Jefferson National Expansion Memorial in the State of Missouri as the ""Gateway Arch National Park"".Gateway Arch National Park Designation Act",0
hr6718-115,To amend the Internal Revenue Code of 1986 to provide that health insurance coverage statements are required to be provided to individuals only upon request.Health Coverage Reporting Paperwork Reduction Act,0
hr4873-115,"To authorize the cancellation of removal and adjustment of status of certain individuals who are long-term United States residents and who entered the United States as children, and for other purposes.DACA Compromise Act of 2018",0
hr7057-115,To amend the Internal Revenue Code to increase the exclusion for employer-provided dependent care assistance and to allow limited annual carryforward of unused dependent care flexible spending arrangement account balances.Child and Dependent Care Modernization Act of 2018,0
hr6185-115,"To direct the Secretary of the Interior to conduct an accurate comprehensive student count for the purposes of calculating formula allocations for programs under the Johnson-O'Malley Act, and for other purposes.Johnson-O'Malley Supplemental Indian Education Program Modernization Act",0
hr2525-115,To improve the financial literacy of students.Financial Literacy for Students Act,0
hr5700-115,"To amend the Communications Act of 1934 to direct the Federal Communications Commission to designate a national dialing short code for users of mobile voice service to reach public safety personnel in critical, but non-emergency, circumstances.National Non-Emergency Mobile Number Act",0
hr281-115,"To amend the Immigration and Nationality Act to simplify the petitioning procedure for H-2A workers, to expand the scope of the H-2A program, and for other purposes.Family Farm Relief Act of 2017",0
hr1192-115,"To amend title 18, United States Code, to prohibit dismemberment abortions, and for other purposes.Dismemberment Abortion Ban Act of 2017",0
hr28-115,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to adopt and implement a standard identification protocol for use in the tracking and procurement of biological implants by the Department of Veterans Affairs, and for other purposes.Biological Implant Tracking and Veteran Safety Act of 2017",0
hr5532-115,"To redesignate the Reconstruction Era National Monument as the Reconstruction Era National Historical Park, and for other purposes.Reconstruction Era National Historical Park Act",0
hr7265-115,"To amend title 51, United States Code, to extend the authority of the National Aeronautics and Space Administration to enter into leases of non-excess property of the Administration.NASA Enhanced Use Leasing Extension Act of 2018",0
hr2717-115,"To amend the Immigration and Nationality Act to authorize certain aliens who have earned a Ph.D. degree from a United States institution of higher education in a field of science, technology, engineering, or mathematics to be admitted for permanent residence and to be exempted from the numerical limitations on H-1B nonimmigrants.STAPLE Act",0
hr4084-115,To repeal the amendments made to the Controlled Substances Act by the Ensuring Patient Access and Effective Drug Enforcement Act of 2016.,0
hr5156-115,"To protect publicly owned trees from unnecessary destruction, maiming, or alteration, and for other purposes.Protect Public Trees Act of 2018",0
hr2373-115,To amend title XVIII of the Social Security Act with respect to the accreditation of osteopathic residency training programs for purposes of graduate medical education payments under the Medicare program.,0
hr2141-115,"To provide incentives to physicians to practice in rural and medically underserved communities, and for other purposes.Conrad State 30 and Physician Access Reauthorization Act",0
hr3093-115,"To amend the Volcker Rule to permit certain investment advisers to share a similar name with a private equity fund, subject to certain restrictions, and for other purposes.Investor Clarity and Bank Parity Act",0
hr5364-115,To improve security at State and local courthouses.Local Courthouse Safety Act of 2018,0
hr1502-115,To terminate the EB-5 program.,0
hr4070-115,"To amend title 28, United States Code, to enhance Congress' ability to defend its legislative power under Article I of the Constitution in litigation in the courts of the United States, and for other purposes.Article I Amicus and Intervention Act of 2017",0
hr423-115,"To amend the Communications Act of 1934 to expand and clarify the prohibition on provision of misleading or inaccurate caller identification information, and for other purposes.Anti-Spoofing Act of 2017",0
hr6727-115,"To establish an innovative water technology grant program and to amend the Safe Drinking Water Act and the Federal Water Pollution Control Act to encourage the use of emerging and innovative water technology, and for other purposes.Water Technology Acceleration Act",0
hr2387-115,"To establish an Employee Ownership and Participation Initiative, and for other purposes.Worker Ownership, Readiness, and Knowledge Act",0
hr3255-115,To amend the Fair Labor Standards Act of 1938 regarding reasonable break time for nursing mothers.Supporting Working Moms Act of 2017,0
hr2989-115,To establish the Frederick Douglass Bicentennial Commission.Frederick Douglass Bicentennial Commission Act,1
hr6515-115,"To limit private antitrust damages against occupational licensing boards, to promote beneficial reforms of State occupational licensing, and for other purposes.Occupational Licensing Board Antitrust Damages Relief and Reform Act of 2018",0
hr3067-115,"To amend title 18, United States Code, to establish certain criminal violations for various aspects of harassment using the interstate telecommunications system, and for other purposes.Online Safety Modernization Act of 2017",0
hr1730-115,"To amend title 18, United States Code, to provide for the protection of community centers with religious affiliation, and for other purposes.Protecting Religiously Affiliated Institutions Act of 2017",0
hr611-115,"To amend title 38, United States Code, to provide for the removal or demotion of employees of the Department of Veterans Affairs based on performance or misconduct, and for other purposes.VA Accountability First and Appeals Modernization Act of 2017",0
hr4242-115,"To amend title 38, United States Code, to establish a permanent VA Care in the Community Program, and for other purposes.VA Care in the Community Act",0
hr5390-115,To amend the Higher Education Act of 1965 to amend the process by which students with certain special circumstances apply for Federal financial aid.FAFSA Fairness Act of 2018,0
hr6171-115,"To authorize the Coast Guard to issue a certificate of documentation with a coastwise endorsement for the vessel Oliver Hazard Perry, and for other purposes.",0
hr3403-115,To provide for an interagency cyber victim coordinator to respond to data breaches and other cyber attacks on Federal employees.Cyber Valuing Individual Cybersecurity Through Interagency Measures Act,0
hr1354-115,To increase the penalties for fentanyl trafficking.Stop Trafficking in Fentanyl Act of 2017,0
hr275-115,To prevent diversion of funds from the Crime Victims Fund.Fairness for Crime Victims Act of 2017,0
hr4626-115,"To preserve knowledge and promote education about jazz in the United States and abroad.National Jazz Preservation, Education, and Promulgation Act of 2017",0
hr1166-115,To amend title XIX of the Social Security Act to provide greater State flexibility and innovation through Medicaid cost-sharing waivers.Medicaid Cost-Sharing Waiver Flexibility Act of 2017,0
hr4414-115,To amend the Higher Education Act of 1965 to require students who do not complete a program of study to repay Federal Pell Grants.Pell for Performance Act,0
hr7291-115,"To protect human rights and enhance opportunities for LGBTI people around the world, and for other purposes.GLOBE Act of 2018",0
hr6343-115,To provide for a demonstration program and pilot project to expand choice for inpatient psychiatric services under Medicaid and Medicare.Increasing National Patient Access To Improved Effective Necessary Mental Health Treatment Act of 2018,0
hr3631-115,"To amend the Family and Medical Leave Act of 1993 and title 5, United States Code, to allow employees to take, as additional leave, parental involvement leave to participate in or attend their children's and grandchildren's educational and extracurricular activities, and for other purposes.Family Leave for Parental Involvement in Education Act",0
hr4874-115,"Making continuing appropriations for fiscal year 2018, and for other purposes.End The Shutdown Act of 2018",0
hr4048-115,"To require institutions of higher education to provide students with statistical employment information, and for other purposes.Higher Education and Employment Transparency Act",0
hr1708-115,"To prohibit the sale of a firearm to, and the purchase of a firearm by, a person who is not covered by appropriate liability insurance coverage.Firearm Risk Protection Act of 2017",0
hr629-115,"To amend title 38, United States Code, to clarify the conditions under which certain persons may be treated as adjudicated mentally incompetent for certain purposes.Veterans 2nd Amendment Protection Act",0
hr3863-115,"To amend the Violence Against Women Act of 1994 to include sex trafficking victims in the transitional housing assistance grant program, and for other purposes.Housing for Survivors of Sex Trafficking Act",0
hr6149-115,To amend the Internal Revenue Code of 1986 to exclude from gross income certain Federally-subsidized loan repayments for dental school faculty.,0
hr6975-115,"To amend title 10, United States Code, to allow States and units of local government to purchase equipment suitable for school security activities through the Department of Defense.Reinforced Schools Act",0
hr3609-115,To amend the Elementary and Secondary Education Act of 1965 to provide that children that have relocated from Puerto Rico to the States are fully considered for purposes of State allotments under the English language acquisition grants.ELEVATE Act,0
hr843-115,"To provide for a safe harbor for reports to potential employers by current or former employers of violent behavior or threats thereof by employees.See Something, Say Something About Violent Behavior Act of 2017",0
hr1962-115,"To amend the Internal Revenue Code of 1986 to protect older, longer service and grandfathered participants in defined benefit plans.Retirement Security Preservation Act of 2017",0
hr1398-115,"To provide funds to give States incentives to invest in practices and technology designed to expedite voting at the polls and simplify voter registration, improve voting system security, and promote automatic voter registration, and for other purposes.Fair, Accurate, Secure, and Timely Voting Act of 2017",0
hr5738-115,"To amend the Social Security Act, the Food and Nutrition Act of 2008, and the Low-Income Home Energy Assistance Act of 1981 to require that the value of child's savings accounts be disregarded for the purpose of determining eligibility to receive benefits under such Acts; and for other purposes.Children's Savings Accounts Offer Parents Plenty Of Reasons To Understand and Invest in Tuition Yearly Act",0
hr6981-115,To amend the Internal Revenue Code of 1986 to exclude from gross income of certain amounts received as pensions by retired law enforcement officers who volunteer as school resource officers.School SAFETY Results Act of 2018,0
hr10-115,"To create hope and opportunity for investors, consumers, and entrepreneurs by ending bailouts and Too Big to Fail, holding Washington and Wall Street accountable, eliminating red tape to increase access to capital and credit, and repealing the provisions of the Dodd-Frank Act that make America less prosperous, less stable, and less free, and for other purposes.Financial CHOICE Act of 2017",0
hr1996-115,"To amend the Internal Revenue Code of 1986 and the Consumer Financial Protection Act of 2010 to regulate tax return preparers and refund anticipation payment arrangements, and for other purposes.Tax Refund Protection Act of 2017",0
hr3299-115,"To amend the Revised Statutes, the Home Owners' Loan Act, the Federal Credit Union Act, and the Federal Deposit Insurance Act to require the rate of interest on certain loans remain unchanged after transfer of the loan, and for other purposes.Protecting Consumers' Access to Credit Act of 2017",0
hr4880-115,To revise the boundaries of certain John H. Chafee Coastal Barrier Resources System units in Delaware.,0
hr5952-115,"Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2019, and for other purposes.Commerce, Justice, Science, and Related Agencies Appropriations Act, 2019",0
hr2945-115,"To grant Members of Congress the right to carry a firearm anywhere in the United States, except in the United States Capitol.Congressional Personal Safety Act",0
hr3897-115,"To amend title 10, United States Code, to provide for the issuance of the Gold Star Installation Access Card to the surviving spouse, dependent children, and other next of kin of a member of the Armed Forces who dies while serving on certain active or reserve duty, to ensure that a remarried surviving spouse with dependent children of the deceased member remains eligible for installation benefits to which the surviving spouse was previously eligible, and for other purposes.Gold Star Family Support and Installation Access Act of 2017",0
hr2179-115,"To require certain welfare programs to deny benefits to persons who fail a drug test, and for other purposes.Drug Testing for Welfare Recipients Act",0
hr1161-115,"To include Livingston County, the city of Jonesboro in Union County, and the city of Freeport in Stephenson County, Illinois, to the Lincoln National Heritage Area, and for other purposes.Abraham Lincoln National Heritage Area Amendment Act",0
hr4413-115,"To amend the Uniform Code of Military Justice to prevent the receipt of unpaid pay and allowances by Bowe Bergdahl and other members of the Armed Forces who are guilty of desertion and to reserve such unpaid pay and allowances to provide additional compensation to members of the Armed Forces who are killed, wounded, or injured while searching for a missing member of the Armed Forces who turns out to have deserted.No Back Pay for Bergdahl Act",0
hr7296-115,To ensure that foster children are able to use their Social Security and Supplemental Security Income benefits to address their needs and improve their lives.Protecting Foster Youth Resources to Promote Self-Sufficiency Act,0
hr6344-115,To amend the Endangered Species Act of 1973 to encourage voluntary conservation efforts.Land Ownership Collaboration Accelerates Life Act of 2018,0
hr3636-115,To improve quality and accountability for educator preparation programs.Educator Preparation Reform Act,0
hr6176-115,"To make technical amendments to update statutory references to certain provisions classified to title 2, United States Code, title 50, United States Code, and title 52, United States Code.",0
hr3404-115,To provide for the establishment in the National Highway Traffic Safety Administration of a Highly Automated Vehicle Advisory Council.,0
hr1353-115,To amend the Homeland Security Act of 2002 to require certain additional information to be submitted to Congress regarding the strategic 5-year technology investment plan of the Transportation Security Administration.Transparency in Technological Acquisitions Act of 2017,0
hr4621-115,"To galvanize United States Government programs in support of brain health for global victims of autism, hydrocephalus and Alzheimer's and other forms of dementia, and for other purposes.Global Brain Health Act of 2017",0
hr272-115,"To amend title XX of the Social Security Act to provide grants to support job creation initiatives, and for other purposes.Back to Basics Job Creation Act of 2017",0
hr6512-115,"To authorize the Attorney General to establish a five-year pilot program to make grants to local educational agencies for the hiring of school resource officers, and for other purposes.Promoting Resource Officers Together for Exceptionally Critical Targets with Key Investments in Districts and Schools Act of 2018",0
hr3060-115,"To require that States and localities receiving grants under the Edward Byrne Memorial Justice Assistance Grant Program require law enforcement officers to undergo training on and thereafter employ de-escalation techniques to assist in reducing the need for the use of force by such officers, and for other purposes.Preventing Tragedies Between Police and Communities Act of 2017",0
hr1737-115,"To amend the Water Resources Reform and Development Act of 2014 with respect to the application of the Spill Prevention, Control, and Countermeasure rule to certain farms, and for other purposes.Farmers Undertake Environmental Land Stewardship Act",0
hr4245-115,To direct the Secretary of Veterans Affairs to submit to Congress certain documents relating to the Electronic Health Record Modernization Program of the Department of Veterans Affairs.Veterans' Electronic Health Record Modernization Oversight Act of 2017,0
hr616-115,For the relief of certain aliens who were aboard the Golden Venture.,0
hr5397-115,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to furnish, at the request of an eligible veteran, nursing home care and hospital care at State licensed or certified residential care facilities.Veterans Residential Care Choice Act",0
hr5999-115,"To direct the Securities and Exchange Commission to revise section 230.163 of title 17, United States Code, to apply the exemption offered in such section to communications made by underwriters and dealers acting by or on behalf of a well-known seasoned issuer.Streamlining Communications for Investors Act",0
hr1505-115,"To amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to increase the maximum market pay of physicians and dentists in the Veterans Health Administration who work in health professional shortage areas, and for other purposes.VA Provider Pay Modernization Act of 2017",0
hr424-115,"To direct the Secretary of the Interior to reissue final rules relating to listing of the gray wolf in the Western Great Lakes and Wyoming under the Endangered Species Act of 1973, and for other purposes.Gray Wolf State Management Act of 2017",0
hr4077-115,"To enhance transparency and accountability for online political advertisements by requiring those who purchase and publish such ads to disclose information about the advertisements to the public, and for other purposes.Honest Ads Act",0
hr6720-115,"To prohibit the slaugher of dogs and cats for human consumption, and for other purposes.Dog and Cat Meat Trade Prohibition Act of 2018",0
hr2380-115,"To provide for the development and use of technology for personalized handguns, to require that all handguns manufactured or sold in, or imported into, the United States incorporate such technology, and for other purposes.Handgun Trigger Safety Act of 2017",0
hr3252-115,To amend the Higher Education Act of 1965 to authorize certain students in retain financial aid eligibility while completing a drug rehabilitation program.Second Chance for Students Act,0
hr2146-115,To amend the William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 to require the Secretary of Homeland Security to provide notice to State authorities when unaccompanied alien children are placed in that State.Unaccompanied Alien Children Placement Transparency Act of 2017,0
hr3094-115,To authorize a national grant program for on-the-job training.On-the-Job Training Act of 2017,0
hr5363-115,To safeguard the Crime Victims Fund.Crime Victims Fund Preservation Act of 2018,0
hr4083-115,"To establish and strengthen projects that defray the cost of related instruction associated with pre-apprenticeship and apprenticeship programs, and for other purposes.American Apprenticeship Act",0
hr5151-115,To amend the Public Health Service Act to reauthorize a grant program improving treatment for pregnant and postpartum women.,0
hr2374-115,"To facilitate certain pinyon-juniper related projects in Lincoln County, Nevada, to modify the boundaries of certain wilderness areas in the State of Nevada, and to fully implement the White Pine County Conservation, Recreation, and Development Act.Eastern Nevada Economic Development and Land Management Improvement Act",0
hr1195-115,"To authorize the Secretary of Commerce to permit striped bass fishing in the Exclusive Economic Zone transit zone between Montauk, New York, and Point Judith, Rhode Island, and for other purposes.Local Fishing Access Act",0
hr888-115,"To amend title 38, United States Code, to improve dependency and indemnity compensation for survivors of certain totally disabled veterans.",0
hr5535-115,"To amend the State Department Basic Authorities Act of 1956 regarding energy diplomacy and security within the Department of State, and for other purposes.Energy Diplomacy Act of 2018",0
hr7262-115,"To make housing more affordable, and for other purposes.American Housing and Economic Mobility Act of 2018",0
hr2710-115,To establish a commission to study how Federal laws and policies affect United States citizens living in foreign countries.Commission on Americans Living Abroad Act of 2017,0
hr7050-115,"To require Community Development Block Grant recipients to develop a strategy to support inclusive zoning policies, to allow for a credit to support housing affordability, and for other purposes.Housing, Opportunity, Mobility, and Equity Act of 2018",0
hr6182-115,"To amend the Immigration and Nationality Act to codify President Trump's ""Affording Congress an Opportunity to Address Family Separation Executive Order"", and for other purposes.Codifying President Trump's Affording Congress an Opportunity to Address Family Separation Executive Order Act",0
hr2522-115,"To require the Inspector General of the Environmental Protection Agency to submit reports to Congress on paper and property inventory, and for other purposes.Eliminate EPA Excess Act of 2017",0
hr5707-115,To direct the Secretary of Defense to carry out a pilot program to improve the treatment of members of the Armed Forces for post-traumatic stress disorder relating to military sexual trauma.Sexual Trauma Response and Treatment Act,0
hr286-115,"To amend the Internal Revenue Code of 1986 to exempt certain emergency medical devices from the excise tax on medical devices, and for other purposes.First Responder Medical Device Tax Relief Act",0
hr4484-115,To amend the Congressional Accountability Act of 1995 to prohibit the imposition of a nondisclosure agreement as a condition of the payment of any award or settlement in connection with a violation of such Act.Victims' Voice and Transparency Act,0
hr5556-115,"To provide for transparency and reporting related to direct and indirect costs incurred by the Bonneville Power Administration, the Western Area Power Administration, the Southwestern Power Administration, and the Southeastern Power Administration related to compliance with any Federal environmental laws impacting the conservation of fish and wildlife, and for other purposes.Environmental Compliance Cost Transparency Act of 2018",0
hr7201-115,"To amend title 35, United States Code, to include the exclusive economic zone as part of the United States for patent infringement, and for other purposes.",0
hr2773-115,To authorize the Secretary of Veterans Affairs to sell Pershing Hall.,0
hr7033-115,"To rename the Homestead National Monument of America near Beatrice, Nebraska, as the Homestead National Historical Park.",0
hr2541-115,To provide for a report on the role of incubators and accelerators in the commercialization of federally funded research and regional economic development.BOSS Act,0
hr3493-115,"To amend the Public Health Service Act to authorize grants for local care corps programs through which qualified volunteers provide care, companionship, and other services to seniors and individuals in need, and for other purposes.Care Corps Demonstration Act of 2017",0
hr5764-115,"To amend the Agricultural Risk Protection Act of 2000 to require peer review for value-added agricultural product market development grants, and for other purposes.Growing Value-Added Economies Act",0
hr6585-115,"To amend title 28, United States Code, to provide for recovery by members of the Armed Forces for certain acts or omissions by the United States, and for other purposes.Camp Lejeune Family Member Protection Act",0
hr2919-115,"To amend the Higher Education Act of 1965 to provide that an individual may remain eligible to participate in the teacher loan forgiveness program under title IV of such Act if the individual's period of consecutive years of employment as a full-time teacher is interrupted because the individual is the spouse of a member of the Armed Forces who is relocated during the school year pursuant to military orders for a permanent change of duty station, and for other purposes.Preserving Teacher Loan Forgiveness for Military Spouses Act of 2017",0
hr2125-115,"To amend the Congressional Budget Act of 1974 to provide that any estimate prepared by the Congressional Budget Office or the Joint Committee on Taxation shall include costs relating to servicing the public debt, and for other purposes.BASIC Act",0
hr5300-115,To provide agencies with discretion in securing information technology and information systems.Federal Information Systems Safeguards Act of 2018,0
hr681-115,To implement equal protection under the 14th article of amendment to the Constitution for the right to life of each born and preborn human person.Life at Conception Act,0
hr1592-115,To remove penalties for health insurers under the Patient Protection and Affordable Care Act and Health Care and Education Reconciliation Act of 2010.Holding Health Insurers Harmless Act,0
hr5132-115,"To impose additional sanctions with respect to Iran's Revolutionary Guard Corps, and for other purposes.Iranian Revolutionary Guard Corps Economic Exclusion Act",0
hr2317-115,To require the Secretary of the Treasury to mint coins in commemoration of the United States Coast Guard.United States Coast Guard Commemorative Coin Act of 2017,0
hr6571-115,"To require the Secretary of Health and Human Services to improve the detection, prevention, and treatment of mental health issues among public safety officers, and for other purposes.Helping Emergency Responders Overcome Act of 2018",0
hr3003-115,"To amend the Immigration and Nationality Act to modify provisions relating to assistance by States, and political subdivision of States, in the enforcement of Federal immigration laws, and for other purposes.No Sanctuary for Criminals Act",0
hr1754-115,To amend the Federal Trade Commission Act to clarify the scope of the exception for common carriers.,0
hr4226-115,"To amend the Public Health Service Act to designate certain medical facilities of the Department of Veterans Affairs as health professional shortage areas, and for other purposes.Veterans Access to Care Act",0
hr675-115,To amend the Internal Revenue Code of 1986 to expand the coverage of qualified tuition programs and increase the limitation on contributions to Coverdell education savings accounts.Empowering Parents to Invest in Choice Act of 2017,0
hr1566-115,"To provide incentives for hate crime reporting, grants for State-run hate crime hotlines, a Federal private right of action for victims of hate crimes, and additional penalties for individuals convicted under the Matthew Shephard and James Byrd, Jr. Hate Crimes Prevention Act.National Opposition to Hate, Assault, and Threats to Equality Act of 2017",0
hr4828-115,"To amend the Federal Food, Drug, and Cosmetic Act to define the term natural cheese.Codifying Useful Regulatory Definitions Act",0
hr447-115,To extend the deadline for commencement of construction of a hydroelectric project.,1
hr4014-115,"To amend chapter 5 of title 31, United States Code, to require publication of information relating to regulatory conflicts of interest, and for other purposes.Determining if Regulatory Actions are in the Interest of the Nation or the Swamp Act of 2017",0
hr6743-115,"To amend the Gramm-Leach-Bliley Act to provide a national standard for financial institution data security and breach notification on behalf of all consumers, and for other purposes.Consumer Information Notification Requirement Act",0
hr3231-115,To amend title X of the Public Health Service Act with respect to adoption and other pregnancy options counseling.Adoption Promotion Act of 2017,0
hr1102-115,"To require States to conduct Congressional redistricting through independent commissions, and for other purposes.Redistricting Reform Act of 2017",0
hr4470-115,To amend the Internal Revenue Code of 1986 to provide a payroll tax exemption for hiring long-term unemployed individuals.Reducing Long-Term Unemployment Act,0
hr6327-115,"To amend title 28, United States Code, to modify the composition of the Eastern judicial district of Arkansas, and for other purposes.Divisional Realignment for the Eastern District of Arkansas Act of 2018",0
hr2787-115,To establish in the Department of Veterans Affairs a pilot program instituting a clinical observation program for pre-med students preparing to attend medical school.Vet HP Act,0
hr3655-115,"To designate the facility of the United States Postal Service located at 1300 Main Street in Belmar, New Jersey, as the ""Dr. Walter S. McAfee Post Office Building"".",1
hr6115-115,"To amend the Child Abuse Prevention and Treatment Act to include an act of unregulated custody transfer in the definition of child abuse and neglect, and for other purposes.Safe Home Act of 2018",0
hr6929-115,To improve the retirement security of American families by strengthening Social Security.Strengthening Social Security Act of 2018,0
hr3467-115,"To amend the Fair Labor Standards Act of 1938 and the Portal-to-Portal Act of 1947 to prevent wage theft and assist in the recovery of stolen wages, to authorize the Secretary of Labor to administer grants to prevent wage and hour violations, and for other purposes.Wage Theft Prevention and Wage Recovery Act",0
hr1330-115,"To improve the control and management of invasive species that threaten and harm Federal land under the jurisdiction of the Secretary of Agriculture and the Secretary of the Interior, and for other purposes.Federal Land Invasive Species Control, Prevention, and Management Act",0
hr4642-115,"To amend the Veterans Access, Choice, and Accountability Act of 2014 to include in the Veterans Choice Program all veterans enrolled in the patient enrollment system of the Department of Veterans Affairs, and for other purposes.Veterans Improved Access and Care Act of 2017",0
hr211-115,"To authorize the Secretary of the Interior to complete a land exchange with the Chugach Regional Alaska Native Corporation, and for other purposes.Chugach Region Lands Study Act",0
hr5790-115,"To amend title XI of the Social Security Act to provide for clinical psychologist services models to be tested by the Center for Medicare and Medicaid Innovation, and for other purposes.",0
hr6788-115,"To amend title 18, United States Code, to provide a criminal penalty for certain Federal officers and employees using their public office for private gain, and for other purposes.E. Scott Pruitt Accountability for Government Officials Act of 2018",0
hr2328-115,To amend the Federal Water Pollution Control Act to establish a low-income sewer and water assistance pilot program.Low-Income Sewer and Water Assistance Program Act of 2017,0
hr5931-115,To repeal the authority to establish certain special volunteer programs under the Domestic Volunteer Service Act.,0
hr2926-115,"To amend the Higher Education Act of 1965 to require institutions of higher education to disclose hazing incidents, and for other purposes.REACH Act",0
hr4689-115,To authorize early repayment of obligations to the Bureau of Reclamation within the Northport Irrigation District in the State of Nebraska.,0
hr73-115,"To amend title 44, United States Code, to require information on contributors to Presidential library fundraising organizations, and for other purposes.Presidential Library Donation Reform Act of 2017",0
hr5569-115,"To establish a pilot program to enhance the mapping of urban flooding and associated property damage and the availability of such mapped data to homeowners, businesses, and localities to help understand and mitigate the risk of such flooding, and for other purposes.Flood Mapping Modernization and Homeowner Empowerment Pilot Program Act of 2018",0
hr6916-115,To posthumously award a Congressional gold medal to Mahatma Gandhi in recognition of his contributions to the Nation by the promotion of nonviolence.,0
hr3458-115,"To require certain semiautomatic pistols manufactured, imported, or sold by Federal firearms licensees to be capable of microstamping ammunition, and to prohibit the removal, obliteration, or alteration of the microstamped code or microstamping capability of a firearm.Make Identifiable Criminal Rounds Obvious Act",0
hr6318-115,"To amend section 275(a) of the Immigration and Nationality Act to change the first commission of one of the criminal offenses described in that section from a misdemeanor to a felony, and for other purposes.",0
hr820-115,"To maximize discovery, and accelerate development and availability, of promising childhood cancer treatments, and for other purposes.Childhood Cancer STAR Act",0
hr87-115,"To make 5 percent across-the-board rescissions in non-defense, non-homeland-security, and non-veterans-affairs discretionary spending for each of the fiscal years 2017 and 2018.",0
hr1901-115,"To provide for the conveyance of certain property to the Southeast Alaska Regional Health Consortium located in Sitka, Alaska, and for other purposes.Southeast Alaska Regional Health Consortium Land Transfer Act of 2017",0
hr1559-115,"To amend the State Department Basic Authorities Act of 1956 to establish a United States Ambassador at Large for Arctic Affairs, and for other purposes.United States Ambassador at Large for Arctic Affairs Act of 2017",0
hr4817-115,"To direct the Assistant Secretary of Commerce for Communications and Information to make grants for the establishment or expansion of internet exchange facilities, and for other purposes.PEERING Act of 2018",0
hr478-115,"To require the imposition of sanctions against Iran's Islamic Revolutionary Guard Corps, and for other purposes.IRGC Terrorist Sanctions Act of 2017",0
hr4219-115,To amend the Employee Retirement Income Security Act of 1974 to include a voluntary option for qualified flexible workplace arrangements.Workflex in the 21st Century Act,0
hr3800-115,To eliminate mandatory minimum sentences for all drug offenses.Mandatory Minimum Reform Act of 2017,0
hr6112-115,"To amend the Food and Nutrition Act of 2008 to make institutions of higher education eligible for assistance for community food projects, and for other purposes.Campus Hunger Reduction Act of 2018",0
hr3460-115,"To designate the United States courthouse located at 323 East Chapel Hill Street in Durham, North Carolina, as the ""John Hervey Wheeler United States Courthouse"".",0
hr1337-115,To amend the Internal Revenue Code of 1986 to expand tax-free distributions from individual retirement accounts to include rollovers for charitable life-income plans for charitable purposes.Legacy IRA Act,0
hr216-115,"To authorize modification or augmentation of the Second Division Memorial, and for other purposes.Second Division Memorial Modification Act",0
hr4645-115,"To amend the Wild and Scenic Rivers Act to designate certain segments of East Rosebud Creek in Carbon County, Montana, as components of the Wild and Scenic Rivers System.East Rosebud Wild and Scenic Rivers Act",1
hr5797-115,To amend title XIX of the Social Security Act to allow States to provide under Medicaid services for certain individuals with opioid use disorders in institutions for mental diseases.IMD CARE Act,0
hr818-115,To safeguard the Crime Victims Fund.Crime Victims Fund Preservation Act of 2017,0
hr1105-115,"To repeal the rule entitled ""Clean Water Rule: Definition of 'Waters of the United States'"".Stop WOTUS Act",0
hr4477-115,To enforce current law regarding the National Instant Criminal Background Check System.Fix NICS Act of 2017,0
hr1939-115,"To amend title XVIII of the Social Security Act to ensure equal access of Medicare beneficiaries to community pharmacies in underserved areas as network pharmacies under Medicare prescription drug coverage, and for other purposes.Ensuring Seniors Access to Local Pharmacies Act of 2017",0
hr6320-115,"To require the Securities and Exchange Commission to carry out a study of Rule 10b5-1 trading plans, and for other purposes.Promoting Transparent Standards for Corporate Insiders Act",0
