bioguide_id,name,gender,type,state,district,party,start,end,days_in_office,subjects_top_term,by_subj_bills_sponsored,by_subj_pass_rate
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Animals,2.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Armed forces and national security,3.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,"Civil rights and liberties, minority issues",1.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Commerce,8.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Congress,1.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Education,4.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Energy,2.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Government operations and politics,1.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Health,3.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Immigration,1.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,International affairs,10.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Labor and employment,3.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Law,2.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Public lands and natural resources,6.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,"Science, technology, communications",6.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,Taxation,4.0,0.0
C001088,Chris Coons,M,sen,DE,-,Democrat,2015-01-06,2021-01-03,2189,none provided,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Armed forces and national security,7.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Congress,2.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Crime and law enforcement,3.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Education,2.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Energy,6.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Families,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Finance and financial sector,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Health,7.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Labor and employment,3.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Public lands and natural resources,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,"Science, technology, communications",2.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Sports and recreation,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Taxation,1.0,0.0
M001183,Joe Manchin,M,sen,WV,-,Democrat,2013-01-03,2019-01-03,2191,Transportation and public works,1.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Agriculture and food,4.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Armed forces and national security,6.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,"Civil rights and liberties, minority issues",3.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Commerce,1.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Education,4.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Environmental protection,2.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Finance and financial sector,3.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Foreign trade and international finance,2.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Government operations and politics,7.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Health,11.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,International affairs,2.0,0.5
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Labor and employment,8.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Public lands and natural resources,3.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,"Science, technology, communications",1.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Taxation,6.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Transportation and public works,5.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,Water resources development,1.0,0.0
B001230,Tammy Baldwin,F,sen,WI,-,Democrat,2013-01-03,2019-01-03,2191,none provided,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Agriculture and food,3.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Armed forces and national security,2.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Congress,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Education,2.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Emergency management,2.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Energy,2.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Environmental protection,3.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Finance and financial sector,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Foreign trade and international finance,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Government operations and politics,3.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Health,3.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Labor and employment,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Law,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Public lands and natural resources,9.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,"Science, technology, communications",1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Social welfare,1.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,Taxation,4.0,0.0
B001267,Michael Bennet,M,sen,CO,-,Democrat,2017-01-03,2023-01-03,2191,none provided,3.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Agriculture and food,2.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Animals,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Armed forces and national security,13.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Commerce,3.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Crime and law enforcement,14.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Education,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Emergency management,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Government operations and politics,3.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Health,4.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Housing and community development,2.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Immigration,3.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,International affairs,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Law,3.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Public lands and natural resources,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,"Science, technology, communications",6.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Social welfare,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Sports and recreation,2.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Taxation,1.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,Transportation and public works,7.0,0.0
B001277,Richard Blumenthal,M,sen,CT,-,Democrat,2017-01-03,2023-01-03,2191,none provided,8.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Agriculture and food,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Armed forces and national security,5.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Commerce,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Congress,8.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Crime and law enforcement,2.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Economics and public finance,2.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Education,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Emergency management,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Environmental protection,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Families,2.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Finance and financial sector,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Foreign trade and international finance,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Government operations and politics,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Health,5.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Housing and community development,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Immigration,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,International affairs,3.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Public lands and natural resources,3.0,0.3333333333333333
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Social welfare,1.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Sports and recreation,2.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Taxation,5.0,0.0
B000575,Roy Blunt,M,sen,MO,-,Republican,2017-01-03,2023-01-03,2191,Transportation and public works,2.0,0.5
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Agriculture and food,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Armed forces and national security,7.0,0.14285714285714285
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,"Arts, culture, religion",1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Energy,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Environmental protection,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Government operations and politics,3.0,1.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Health,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,International affairs,5.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Labor and employment,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Public lands and natural resources,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Sports and recreation,1.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Taxation,2.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,Transportation and public works,2.0,0.0
B001236,John Boozman,M,sen,AR,-,Republican,2017-01-03,2023-01-03,2191,none provided,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Armed forces and national security,11.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,"Arts, culture, religion",1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Congress,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Education,2.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Emergency management,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Energy,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Environmental protection,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Government operations and politics,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Health,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,International affairs,2.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Native Americans,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Public lands and natural resources,3.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,"Science, technology, communications",1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Sports and recreation,1.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Taxation,4.0,0.0
B001135,Richard Burr,M,sen,NC,-,Republican,2017-01-03,2023-01-03,2191,Transportation and public works,3.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Commerce,1.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Emergency management,1.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Energy,2.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Environmental protection,3.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Health,8.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Public lands and natural resources,2.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,"Science, technology, communications",1.0,1.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Sports and recreation,2.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,Taxation,4.0,0.0
C001047,Shelley Capito,F,sen,WV,-,Republican,2015-01-06,2021-01-03,2189,none provided,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Armed forces and national security,9.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Congress,3.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Crime and law enforcement,2.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Economics and public finance,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Education,2.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Emergency management,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Energy,8.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Finance and financial sector,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Government operations and politics,2.0,0.5
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Health,18.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Housing and community development,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Immigration,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,International affairs,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Labor and employment,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Public lands and natural resources,4.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Sports and recreation,1.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,Taxation,4.0,0.0
C001075,Bill Cassidy,M,sen,LA,-,Republican,2015-01-06,2021-01-03,2189,none provided,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Animals,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Armed forces and national security,4.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Commerce,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Congress,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Energy,1.0,1.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Environmental protection,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Finance and financial sector,4.0,0.25
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Health,3.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Labor and employment,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Law,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Public lands and natural resources,4.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,"Science, technology, communications",1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Social welfare,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Taxation,5.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,Water resources development,1.0,0.0
C000880,Michael Crapo,M,sen,ID,-,Republican,2017-01-03,2023-01-03,2191,none provided,1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Armed forces and national security,3.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Congress,3.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Crime and law enforcement,4.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Energy,5.0,0.2
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Environmental protection,1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Finance and financial sector,1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Government operations and politics,4.0,0.25
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Health,3.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,International affairs,10.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Labor and employment,1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Native Americans,1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Public lands and natural resources,8.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,"Science, technology, communications",1.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Taxation,3.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,Water resources development,2.0,0.0
G000562,Cory Gardner,M,sen,CO,-,Republican,2015-01-06,2021-01-03,2189,none provided,3.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Agriculture and food,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Armed forces and national security,3.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Commerce,8.0,0.125
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Congress,4.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Crime and law enforcement,25.0,0.16
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Education,7.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Families,3.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Finance and financial sector,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Foreign trade and international finance,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Government operations and politics,8.0,0.125
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Health,15.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Housing and community development,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Immigration,5.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,International affairs,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Labor and employment,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Law,5.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Native Americans,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Public lands and natural resources,1.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Social welfare,2.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,Taxation,3.0,0.0
G000386,Charles Grassley,M,sen,IA,-,Republican,2017-01-03,2023-01-03,2191,none provided,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Armed forces and national security,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Education,2.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Emergency management,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Energy,2.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Environmental protection,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Families,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Foreign trade and international finance,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Government operations and politics,2.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Health,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Immigration,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Labor and employment,1.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Native Americans,2.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Public lands and natural resources,8.0,0.0
H001046,Martin Heinrich,M,sen,NM,-,Democrat,2013-01-03,2019-01-03,2191,Taxation,1.0,0.0
H001042,Mazie Hirono,F,sen,HI,-,Democrat,2013-01-03,2019-01-03,2191,Agriculture and food,2.0,0.0
H001042,Mazie Hirono,F,sen,HI,-,Democrat,2013-01-03,2019-01-03,2191,Armed forces and national security,9.0,0.1111111111111111
H001042,Mazie Hirono,F,sen,HI,-,Democrat,2013-01-03,2019-01-03,2191,"Civil rights and liberties, minority issues",8.0,0.0
H001042,Mazie Hirono,F,sen,HI,-,Democrat,2013-01-03,2019-01-03,2191,Commerce,1.0,0.0
H001042,Mazie Hirono,F,sen,HI,-,Democrat,2013-01-03,2019-01-03,2191,Congress,1.0,0.0
